Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,34.200001,34.240002,33.080002,33.900002,32.036148,4321000
2020-05-12,34.250000,35.410000,33.750000,33.790001,31.932198,5675400
2020-05-13,33.500000,33.563000,31.790001,32.349998,30.571367,5865200
2020-05-14,31.190001,33.549999,30.900000,33.509998,31.667587,6187900
2020-05-15,33.209999,33.980000,32.830002,33.560001,31.714844,4829200
2020-05-18,35.880001,38.009998,35.709999,36.740002,34.720005,8544900
2020-05-19,36.630001,36.680000,35.580002,35.639999,33.680481,4415500
2020-05-20,36.340000,37.000000,35.759998,36.180000,34.190792,5656200
2020-05-21,36.000000,36.759998,35.660000,35.820000,33.850582,3941800
2020-05-22,35.680000,36.180000,35.369999,36.119999,34.134087,3040600
2020-05-26,38.360001,38.950001,37.919998,38.790001,36.657291,6188600
2020-05-27,39.950001,40.665001,39.029999,39.820000,37.630657,6895200
2020-05-28,39.570000,39.689999,38.349998,38.709999,37.236267,5266800
2020-05-29,38.139999,38.990002,37.720001,38.599998,37.130455,5254200
2020-06-01,38.610001,39.009998,38.180000,38.610001,37.140076,3014400
2020-06-02,39.200001,41.230000,39.090000,40.599998,39.054314,6083400
2020-06-03,41.490002,42.299999,41.459999,41.630001,40.045101,5160600
2020-06-04,41.500000,42.759998,41.320000,42.709999,41.083981,3901500
2020-06-05,44.709999,45.730000,43.837002,43.970001,42.296013,7656600
2020-06-08,44.080002,45.930000,44.080002,45.900002,44.152538,5727300
2020-06-09,44.470001,44.820000,43.918999,44.410000,42.719261,5535400
2020-06-10,44.389999,44.500000,43.400002,43.580002,41.920860,4267700
2020-06-11,41.224998,42.040001,38.950001,39.259998,37.765327,9225100
2020-06-12,41.820000,41.915001,39.985001,41.230000,39.660328,5034900
2020-06-15,39.480000,42.450001,39.290001,41.980000,40.381775,5665300
2020-06-16,44.160000,44.500000,41.439999,42.250000,40.641495,5592400
2020-06-17,42.700001,42.796001,41.029999,41.169998,39.602612,3525100
2020-06-18,40.650002,41.990002,40.380001,41.580002,39.997005,4106800
2020-06-19,42.630001,43.000000,41.470001,41.650002,40.064339,7494400
2020-06-22,41.459999,42.130001,40.669998,41.740002,40.150913,3316000
2020-06-23,42.480000,42.480000,41.330002,41.349998,39.775757,3603900
2020-06-24,40.599998,40.720001,38.320000,38.450001,36.986168,7707200
2020-06-25,38.000000,40.029999,37.680000,39.980000,38.457916,5986900
2020-06-26,39.560001,40.000000,38.730000,39.799999,38.284771,8333800
2020-06-29,40.360001,41.195000,40.189999,40.980000,39.419846,7756700
2020-06-30,40.590000,40.950001,39.759998,40.759998,39.208221,4835300
2020-07-01,40.750000,41.299999,40.330002,40.750000,39.198605,4023600
2020-07-02,41.660000,42.250000,40.910000,41.590000,40.006622,4017500
2020-07-06,42.630001,42.779999,41.560001,42.450001,40.833885,4679000
2020-07-07,41.740002,42.070000,41.169998,41.689999,40.102814,4535900
2020-07-08,41.490002,41.779999,39.634998,40.349998,38.813831,4824200
2020-07-09,40.389999,40.520000,39.169998,39.439999,37.938477,3671900
2020-07-10,39.439999,40.820000,39.423000,40.759998,39.208221,3007800
2020-07-13,41.099998,41.840000,40.500000,41.240002,39.669952,3089000
2020-07-14,41.320000,42.680000,41.240002,42.439999,40.824261,4350800
2020-07-15,43.650002,44.099998,42.555000,43.330002,41.680382,3788300
2020-07-16,43.189999,44.264999,42.840000,43.830002,42.161346,4259800
2020-07-17,44.070000,44.150002,42.959999,43.669998,42.007435,4610600
2020-07-20,43.340000,43.674999,42.119999,42.299999,40.689594,3580900
2020-07-21,42.500000,43.430000,42.450001,43.040001,41.401417,3399600
2020-07-22,42.939999,44.500000,42.884998,44.340000,42.651928,5792500
2020-07-23,43.000000,43.200001,41.880001,42.820000,41.189796,6574300
2020-07-24,42.820000,43.480000,42.299999,42.610001,40.987789,2999600
2020-07-27,42.810001,44.480000,42.430000,44.000000,42.324871,4733600
2020-07-28,43.740002,44.020000,42.590000,42.619999,40.997406,3395400
2020-07-29,42.799999,43.636002,42.740002,43.520000,41.863144,3186900
2020-07-30,42.660000,42.830002,41.340000,41.730000,40.141289,4118700
2020-07-31,41.490002,41.919998,40.590000,41.060001,39.496803,7462100
2020-08-03,41.220001,41.240002,40.080002,40.090000,38.563728,5079900
2020-08-04,40.040001,41.865002,39.900002,41.320000,39.746899,5408800
2020-08-05,41.900002,42.480000,41.750000,41.990002,40.391399,3563600
2020-08-06,41.689999,42.317001,41.056000,42.049999,40.449112,3724900
